target,league,selection,min_edge,min_odds,max_odds,bets,profit_units,roi,hit_rate,avg_odds,tested_seasons,positive_seasons,worst_season_roi
BTTS,Premier League,BTTS_NO,0.12,1.85,3.0,121,6.1899999999999995,0.05115702479338843,0.4297520661157025,2.4976033057851237,2,0,-0.2514285714285714
OU25,Premier League,OVER25,0.07,1.4,2.2,199,10.140000000000002,0.05095477386934674,0.5326633165829145,1.974824120603015,4,3,-0.2475
OU25,Premier League,OVER25,0.05,1.85,2.2,301,14.630000000000003,0.0486046511627907,0.5116279069767442,2.0518936877076412,9,7,-0.28521739130434787
OU25,La Liga,UNDER25,0.09,2.0,2.5,232,10.870000000000003,0.04685344827586208,0.45689655172413796,2.2862068965517244,4,2,-0.17266666666666666
BTTS,La Liga,BTTS_YES,0.12,1.4,4.0,45,2.0600000000000005,0.04577777777777779,0.4222222222222222,2.4164444444444446,0,0,
BTTS,La Liga,BTTS_YES,0.12,1.4,,45,2.0600000000000005,0.04577777777777779,0.4222222222222222,2.4164444444444446,0,0,
BTTS,La Liga,BTTS_YES,0.12,1.55,4.0,45,2.0600000000000005,0.04577777777777779,0.4222222222222222,2.4164444444444446,0,0,
BTTS,La Liga,BTTS_YES,0.12,1.55,,45,2.0600000000000005,0.04577777777777779,0.4222222222222222,2.4164444444444446,0,0,
OU25,Ligue 1,TUTTI,0.12,1.4,2.2,41,1.8699999999999997,0.04560975609756097,0.5121951219512195,2.0585365853658533,0,0,
OU25,Ligue 1,TUTTI,0.12,1.55,2.2,41,1.8699999999999997,0.04560975609756097,0.5121951219512195,2.0585365853658533,0,0,
BTTS,Premier League,BTTS_NO,0.09,1.4,2.5,233,10.220000000000002,0.04386266094420602,0.4678111587982833,2.2525751072961375,7,4,-0.20769230769230768
BTTS,Premier League,BTTS_NO,0.09,1.55,2.5,233,10.220000000000002,0.04386266094420602,0.4678111587982833,2.2525751072961375,7,4,-0.20769230769230768
BTTS,Premier League,BTTS_NO,0.09,1.7,2.5,233,10.220000000000002,0.04386266094420602,0.4678111587982833,2.2525751072961375,7,4,-0.20769230769230768
